row,Game Name,Category,NYC,BGG ID,BGG Rank,Avg Rating,Geek Rating,Weight,Year,Min Players,Max Players,Best Players,Recommended Players,Min Age (Manufacturer),Community Age,Min Playtime,Max Playtime,Designers,BGG Categories,Mechanics,Themes,Fans Also Like,Match Confidence,Match Method,Description
27,No Thanks!,Party,,12942,553,7.08145,6.95534,1.130039011703511,2004,3,7,4-5,3-7,8,8+,20,20,Thorsten Gimmler,Card Game,Auction / Bidding | Closed Economy Auction | Push Your Luck | Score-and-Reset Game | Set Collection,Magenta (CMYK) | Series: Beveled Boxes (Gigamic),For Sale | Lost Cities | Coloretto | Diamant | The Fox in the Forest | Arboretum | SCOUT | Crokinole | Parade | Cat in the Box: Deluxe Edition | High Society | Ra | Skull | The Quest for El Dorado | Biblios | Tumblin' Dice | Take 5 | Jaipur | Strike | A Fake Artist Goes to New York | QE | Ethnos | Just One | Fuji Flush | Chinatown | Bohnanza | The Crew: Mission Deep Sea | Perudo,1.00,auto,"No Thanks! is a card game designed to be as simple as it is engaging. The rules are simple. Each turn, players have two options: play one of their chips to avoid picking up the current face-up card pick up the face-up card (along with any chips that have already been played on that card) and turn over the next card However, the choices aren't so easy as players compete to have the lowest score at the end of the game. The deck of cards is numbered from 3 to 35, with each card counting for a number of points equal to its face value. Runs of two or more cards only count as the lowest value in the"
28,Parade,Party,,56692,996,6.99353,6.65374,1.457142857142857,2007,2,6,4,2-6,8,8+,45,45,Naoki Homma,Card Game | Novel-based | Number,End Game Bonuses | Hand Management | Set Collection | Sudden Death Ending,Books: Alice in Wonderland | Card Games: Fishing | Series: Deluxe card game (Z-Man / Filosofia),No Thanks! | Fuji Flush | Biblios | High Society | For Sale | Coloretto | Archaeology: The New Expedition | Ethnos | Ra | Fast Sloths | SCOUT | Broom Service | Strike | Lost Cities | The Quest for El Dorado | Blue Lagoon | Circus Flohcati | Modern Art | Photograph | Mille Fiori | Arboretum | Linko | The Fox in the Forest | Cat in the Box: Deluxe Edition | Tumblin' Dice | Las Vegas Royale | Diamant | Through the Desert,1.00,auto,"The characters of Alice's Adventures in Wonderland are having a Parade! All players are producers of this parade. Characters from Lewis Carroll's books such as Alice, The White Rabbit, and The Hatter are steadily invited to join this weird procession. On your turn, you play a card (from your hand of five) to the end of the parade. Unfortunately, that card might cause other cards to walk off the parade. These cards count as negative points in the end. The length of the parade line is important. If the number of the card you just played is less than the line length, you may receive the excess ca"
29,Pictomania,Party,,98229,1095,7.2568,6.60218,1.525,2011,3,6,5-6,3-6,9,8+,25,25,Vlaada Chvátil,Party Game | Real-time,Drawing,,Junk Art | Spyfall | Pictomania (Second Edition) | Chinatown | Codenames | Deception: Murder in Hong Kong | A Fake Artist Goes to New York | Decrypto | Survive: Escape from Atlantis! | Ready Set Bet | Dixit | Crokinole | Hanabi | Captain Sonar | Illusion | Spyfall 2 | QE | Sheriff of Nottingham | The Resistance: Avalon | Love Letter | Codenames: Pictures | Magic Maze | Diamant | Cockroach Poker | No Thanks! | Cryptid | Telestrations | KLASK,1.00,auto,"Pictomania is a drawing game in which everyone is both drawing and guessing at the same time, giving a chance for those who excel only at one or the other skill to crush the dreams of other players. Pictomania lasts five rounds, and at the start of each round, you set up six randomly drawn cards on card racks visible to all players. Cards are double-sided, come in four levels of difficulty, and include seven related words on a single side. In addition to a set of guessing cards, scoring tokens, marker and drawing board, each player receives one symbol card and one number card, which together i"
30,Poetry for Neanderthals,Party,,312786,2363,6.6543,6.16127,1.12,2020,2,12,"6, 8","4-10, 12",7,8+,15,15,Elan Lee,Humor | Party Game | Prehistoric | Real-time | Word Game,Communication Limits | Real-Time | Team-Based Game,Word Games: Guess the Word,The Chameleon | Hues and Cues | A Little Wordy | Dutch Blitz | Ransom Notes | That Escalated Quickly | Bananagrams | Herd Mentality | Tapple | Anomia: Party Edition | One Night Ultimate Werewolf | Wavelength | Blank Slate | Telestrations: 12 Player Party Pack | Sequence | Ravine | Monopoly Deal Card Game | Telestrations: After Dark | Fire Tower | Throw Throw Burrito | Really Loud Librarians | Cover Your Assets | Anomia | Snakesss | Monikers | Exploding Kittens | Blockbuster | Hand-to-Hand Wombat,1.00,auto,"Poetry for Neanderthals is a competitive word-guessing game where you can only give clues by speaking in single syllables. So, instead of saying ""broccoli,"" you'd say something like ""green thing you eat for live long and have good health."" If you mess up and use a big word, such as ""vegetable,"" you get bopped on the head with a NO !Stick and you lose points. The goal of the game is to score the most points by correctly interpreting words and phrases. The chosen Poet starts off the game with a Poetry Card and tries to get their teammates to say the listed word, using only words with one syllabl"
31,Quacks of Quedlinburg,Party,,244521,78,7.80498,7.66854,1.9405940594059405,2018,2,4,4,2-4,10,8+,45,45,Wolfgang Warsch,Fantasy | Medieval,"Catch the Leader | Deck, Bag, and Pool Building | Delayed Purchase | Dice Rolling | Die Icon Resolution | Events | Neighbor Scope | Push Your Luck | Score-and-Reset Game | Simultaneous Action Selection | Track Movement | Variable Set-up",Country: Germany | Theme: Witches,Cascadia | Wingspan | Cubitos | Sagrada | Libertalia: Winds of Galecrest | Project L | Everdell | The Crew: The Quest for Planet Nine | Viticulture Essential Edition | PARKS | Just One | Calico | Long Shot: The Dice Game | The Quest for El Dorado | Ready Set Bet | Furnace | Azul: Stained Glass of Sintra | So Clover! | Terraforming Mars: Ares Expedition | Heat: Pedal to the Metal | Earth | My City | Point Salad | Targi | The Isle of Cats | The Crew: Mission Deep Sea | Foundations of Metropolis | Clank!: A Deck-Building Adventure,1.00,override,"In Quacks, which was first released as The Quacks of Quedlinburg, players are charlatans — or quack doctors — each making their own secret brew by adding ingredients one at a time. Take care with what you add, though, for a pinch too much of this or that will spoil the whole mixture! Each player has their own bag of ingredient chips. During each round, they simultaneously draw chips from their bags and add them to their pots. The higher the face value of the drawn chip, the further it is placed in the pot's swirling pattern, increasing how much the potion will be worth. Push your luck as far a"
32,Skull,Party,,92415,489,7.17241,7.01059,1.1142020497803806,2011,3,6,5-6,3-6,10,8+,15,45,Hervé Marly,Bluffing | Card Game | Party Game,Auction / Bidding | Auction: Turn Order Until Pass | Bids As Wagers | Hand Management | Player Elimination | Predictive Bid,Holidays: Day of the Dead,A Fake Artist Goes to New York | Decrypto | Cockroach Poker | Wavelength | Coup | Codenames | Deception: Murder in Hong Kong | Hanabi | Just One | The Crew: The Quest for Planet Nine | The Crew: Mission Deep Sea | Crokinole | Captain Sonar | Diamant | No Thanks! | Ready Set Bet | Sushi Go Party! | Telestrations | Cryptid | Deep Sea Adventure | One Night Ultimate Werewolf | QE | Perudo | Santorini | Two Rooms and a Boom | The Mind | Cockroach Poker Royal | Love Letter,1.00,auto,"Edited description from Bruno Faidutti's write-up of the game in his Ideal Game Library: Skull & Roses is the quintessence of bluffing, a game in which everything is played in the players' heads. Each player plays a face-down card, then each player in turn adds one more card – until someone feels safe enough to state that they can turn a number of cards face up and get only roses. Other players can then overbid them, saying they can turn even more cards face up. The highest bidder must then turn that number of cards face up, starting with their own. If they show only roses, they win; if they r"
33,Snake Oil,Party,,113289,2317,6.65597,6.17652,1.1274509803921569,2010,3,10,5-6,4-8,10,10+,20,30,Jeff Ochs,Card Game | Humor | Party Game,Acting | Hand Management | Player Judge | Storytelling,,Monikers | Wits & Wagers | Dimension | Werewords Deluxe Edition | Time's Up! Title Recall! | Say Anything | Deception: Murder in Hong Kong | Sheriff of Nottingham | Ca$h 'n Guns: Second Edition | Wavelength | Paperback | Tsuro | One Night Ultimate Werewolf | So Clover! | Two Rooms and a Boom | Codenames: Duet | Codenames | Forbidden Desert | Raccoon Tycoon | Cockroach Poker | New York Slice | Telestrations: 12 Player Party Pack | Letter Jam | Spyfall | Coup | Sushi Roll | FUSE | Wits & Wagers Party,1.00,auto,"In the Old West, the wily snake oil salesman had a special talent, getting the most skeptical customers to buy the most dubious products. Now it's your turn! Invent your own zany two-word products – Rumor Mirror! Burp Balloon! – and sell them to all types of wacky customers. If the round's customer buys your product, you win the round! To set up Snake Oil, each player takes six purple word cards. The customer for the round draws a customer card and announces it. Inventors quickly combine two purple word cards from their hand to form a crazy new product to sell to that customer. When ready, eac"
34,So Clover!,Party,,329839,273,7.59259,7.24173,1.1155778894472361,2021,3,6,3-4,2-6,10,10+,30,30,François Romain,Party Game | Word Game,Communication Limits | Cooperative Game,Word Games: Guess the Word,Just One | Ready Set Bet | Quacks | Codenames: Duet | QE | A Fake Artist Goes to New York | The Crew: The Quest for Planet Nine | Medium | Letter Jam | Codenames | Long Shot: The Dice Game | Deception: Murder in Hong Kong | Cubitos | The Crew: Mission Deep Sea | Wavelength | Magic Maze | Skull | Decrypto | The Gang | That's Not a Hat | Crokinole | Fun Facts | Men at Work | Cascadia | Flip 7 | Junk Art | ito | Illusion,1.00,auto,"So Clover! is a cooperative word-association game. Play as a team to get the highest score. Get Keywords and secretly write their common features on your Clover board; these are your Clues. Then work together to try to figure out each player&rsquo;s Keywords. At the end of the game, add up your score according to how many Keywords you found and write it in the Record of Legends. Try to beat your high score each game! -description from the publisher"
35,Spaceteam,Party,,184491,3276,6.55605,5.98192,1.0714285714285714,2015,3,6,6,4-6,10,8+,5,5,Tim Hutchings | Mathew Sisson,Card Game | Party Game | Real-time | Science Fiction | Space Exploration,Cooperative Game | Hand Management | Memory | Trading,Crowdfunding: Kickstarter,Poetry for Neanderthals | Betrayal at House on the Hill | Tsuro | Monikers | One Night Ultimate Werewolf | Snake Oil | Ransom Notes | Ravine | Wavelength | Coup | Anomia: Party Edition | Dutch Blitz | Funemployed | Gloom | Werewords Deluxe Edition | Bananagrams | Anomia | Telestrations: 12 Player Party Pack | Say Anything | The Chameleon | Forbidden Sky | A Little Wordy | Forbidden Desert | We're Doomed! | Tsuro of the Seas | Hues and Cues | Kill Doctor Lucky | Two Rooms and a Boom,1.00,auto,"Spaceteam is a fast-paced, cooperative shouting card game in which you race to repair your malfunctioning spaceship. Your goal is to ensure that all ship systems are functioning properly before time runs out. Each player must deal with the various malfunctions in their sector by flipping cards from the malfunction deck in front of them, and fixing the ship's systems. You'll have an arsenal of disorganized space tools spread among all players' hands, but finding the right tools can be harder than you think, especially when your Spaceteam is franticly worrying about malfunctions in their own sec"
36,Spot It!,Party,,63268,1678,6.52627,6.36018,1.0377358490566038,2009,2,8,4-5,2-7,6,4+,15,15,Denis Blanchot | Jacques Cottereau | Guillaume Gille-Naves | Igor Polouchine,Card Game | Children's Game | Educational | Party Game | Real-time | Sports,Hot Potato | Pattern Recognition | Speed Matching,"Books: Harry Potter | Brands: Disney | Characters: Smurfs | Characters: Stitch | Cities: San Francisco (California, USA) | Constructions: Louvre (France) | Containers: Round Boxes | Containers: Tin/Metal Box | Holidays: Easter | Holidays: Halloween | Islands: Corsica (France) | Islands: Galápagos (Ecuador) | Movies: Finding Nemo | Movies: Frozen | Movies: Pixar | Movies: Star Wars | Series: 31 Minutos (Fractal Juegos) | Series: World's Smallest (Super Impulse) | Sports Teams: Chicago Bears | Sports Teams: Chicago Cubs | Sports Teams: Major League Baseball (MLB) | Sports Teams: National Hockey League (NHL) | Sports Teams: Seattle Seahawks | Sports: Baseball | Sports: Golf | States: Washington | Theme: Camping | Theme: Fishing / Angling | Toys: Shopkins | TV Shows: Bluey",Saboteur | Dixit | Rummikub | Ghost Blitz | The Mind | Taco Cat Goat Cheese Pizza | Dixit: Odyssey | Jenga | Ticket to Ride: Europe | Kluster | Exploding Kittens | Codenames: Pictures | Jungle Speed | Ubongo | Carcassonne | UNO | KLASK | Magic Maze | Braintopia | Rhino Hero | Deep Sea Adventure | Sushi Go! | Catan | Labyrinth | Codenames | Concept | Love Letter | Happy Salmon,1.00,auto,"Spot it!, a.k.a. Dobble, is a simple pattern recognition game in which players try to find an image shown on two cards. Each card in original Spot it! features eight different symbols, with the symbols varying in size from one card to the next. Any two cards have exactly one symbol in common. For the basic Spot it! game, reveal one card, then another. Whoever spots the symbol in common on both cards claims the first card, then another card is revealed for players to search, and so on. Whoever has collected the most cards when the 55-card deck runs out wins! Rules for different games – each an "
